price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3590万円,ドミシール田園,東京都世田谷区東玉川２,世田谷区,東急東横線「田園調布」徒歩9分,東急東横線,田園調布,0,9,39.6m2（11.97坪）（壁芯）,5.4m2,1LDK,1974年6月,0,0
3590万円,ニューウェルハイツ上馬,東京都世田谷区上馬４,世田谷区,東急田園都市線「駒沢大学」徒歩11分,東急田園都市線,駒沢大学,0,11,53.52m2（壁芯）,9.3m2,3LDK,1981年7月,1,0
3599万円,野沢サマリヤマンション,東京都世田谷区野沢２,世田谷区,東急田園都市線「駒沢大学」徒歩8分,東急田園都市線,駒沢大学,0,8,48.6m2（壁芯）,6.48m2,2LDK,1972年7月,0,0
3680万円,【売主直売、新規フルリノベーション物件】西糀谷サンハ…,東京都大田区西糀谷２,大田区,京急空港線「大鳥居」徒歩11分,京急空港線,大鳥居,0,11,62.72m2（18.97坪）（壁芯）,6.94m2,3LDK,1980年12月,1,0
3680万円,ファーイーストコンドミニアム大森,東京都大田区大森北１,大田区,ＪＲ京浜東北線「大森」徒歩5分,ＪＲ京浜東北線,大森,0,5,48.2m2（壁芯）,6.6m2,1LDK,1980年3月,1,0
3680万円,ARTESSIMO VITA,東京都大田区南馬込１,大田区,都営浅草線「馬込」徒歩5分,都営浅草線,馬込,0,5,41.04m2（壁芯）,6.75m2,1LDK,2013年1月,0,0
3680万円,ライオンズマンション経堂第３,東京都世田谷区経堂１,世田谷区,小田急線「経堂」徒歩4分,小田急線,経堂,0,4,51.17m2（壁芯）,5.61m2,2DK,1982年4月,1,0
3690万円,大森パークハイツ,東京都品川区南大井２,品川区,京急本線「大森海岸」徒歩2分,京急本線,大森海岸,0,2,54m2（壁芯）,6.48m2,2DK,1980年8月,0,1
3695万円,【シティドエル三軒茶屋】1LDK+WIC☆,東京都世田谷区三軒茶屋１,世田谷区,東急田園都市線「三軒茶屋」徒歩3分,東急田園都市線,三軒茶屋,0,3,39.23m2（登記）,2.8m2,1LDK,1982年4月,0,0
3698万円,ライオンズマンション二子玉川,東京都世田谷区玉川３,世田谷区,東急田園都市線「二子玉川」徒歩8分,東急田園都市線,二子玉川,0,8,41.14m2（壁芯）,5.73m2,1LDK,1978年5月,0,0
3730万円,目黒グリーンコープ,東京都目黒区下目黒２,目黒区,ＪＲ山手線「目黒」徒歩9分,ＪＲ山手線,目黒,0,9,36.51m2（壁芯）,5.96m2,2DK,1971年9月,0,1
